3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtQual,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,FireplaceQu,Fireplaces,Foundation,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotalBsmtSF,WoodDeckSF,YearBuilt_age,TotalLivingArea,NonKitchenBedroomAbvGr,BathRooms
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,578.0,2.0,5.0,3,5.0,Attchd,1761,GasA,9,2Story,1,7.0,Lvl,Gtl,10207,Inside,Reg,0,60,FV,0.0,None,8,Somerst,105,6,7,Y,0,CompShg,Gable,Partial,227875.0,New,0,874.0,144,11,3462.0,3,3
0,2,TwnhsE,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,MetalSd,0.0,0,PConc,480.0,2.0,5.0,1,5.0,Detchd,1102,GasA,9,2Story,1,7.0,Lvl,Gtl,5105,FR2,IR2,0,160,FV,0.0,None,3,Somerst,60,5,7,Y,0,CompShg,Gable,Normal,148800.0,WD,0,551.0,0,14,2193.0,1,3
0,2,1Fam,5.0,3.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,MetalSd,7.0,1,PConc,567.0,2.0,5.0,2,5.0,Attchd,1419,GasA,9,1Story,1,7.0,HLS,Gtl,8089,Inside,Reg,0,20,RL,0.0,BrkFace,10,StoneBr,0,6,8,Y,0,CompShg,Gable,Partial,392000.0,New,0,1419.0,140,11,3545.0,4,3
0,2,TwnhsE,5.0,3.0,5,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,460.0,2.0,5.0,2,5.0,Attchd,1362,GasA,9,1Story,1,7.0,Lvl,Gtl,7577,Corner,IR1,0,120,RL,256.0,Stone,6,NridgHt,28,5,6,Y,0,CompShg,Gable,Normal,194700.0,WD,0,1362.0,192,13,3660.0,3,2
0,1,TwnhsE,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,5.0,1,PConc,420.0,2.0,5.0,2,5.0,Attchd,848,GasA,9,1Story,1,7.0,Lvl,Gtl,4426,Inside,Reg,0,120,RM,147.0,BrkFace,5,CollgCr,0,5,6,Y,0,CompShg,Gable,Normal,141000.0,WD,0,848.0,149,14,2412.0,1,2
0,4,1Fam,5.0,4.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,HdBoard,9.0,2,PConc,832.0,3.0,5.0,3,5.0,Attchd,4316,GasA,9,2Story,1,9.0,Lvl,Gtl,21535,Corner,IR1,0,60,RL,1170.0,BrkFace,1,NoRidge,50,6,10,Y,0,WdShngl,Gable,Normal,755000.0,WD,0,2444.0,382,24,9194.0,5,5
0,4,1Fam,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,MetalSd,7.0,2,PConc,628.0,2.0,5.0,2,5.0,Attchd,2519,GasA,9,2Story,1,7.0,Lvl,Mod,26178,Inside,IR1,0,60,RL,293.0,BrkFace,4,Timber,27,5,7,Y,0,CompShg,Hip,Normal,335000.0,WD,0,1210.0,320,29,4997.0,4,4
0,2,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,112,5,5,MetalSd,0.0,0,BrkTil,326.0,1.0,5.0,1,5.0,Detchd,1073,GasA,9,1Story,1,5.0,Lvl,Sev,5400,Corner,Reg,0,30,RL,0.0,None,12,OldTown,0,6,5,Y,0,CompShg,Gable,Abnorml,108480.0,WD,0,1073.0,0,97,2584.0,1,1
0,3,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,3,5,Wd Sdng,0.0,0,BrkTil,576.0,2.0,5.0,1,5.0,Detchd,1539,GasA,5,1.5Fin,1,5.0,Lvl,Gtl,6120,Corner,Reg,0,50,RM,0.0,None,4,BrkSide,0,6,5,Y,0,CompShg,Gable,Normal,141500.0,WD,0,927.0,112,82,3154.0,1,2
0,2,1Fam,7.0,1.0,6,2,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,CBlock,551.0,2.0,5.0,1,5.0,Attchd,1137,GasA,7,1Story,1,7.0,Lvl,Gtl,13811,Inside,IR1,0,20,RL,72.0,BrkFace,7,Timber,0,6,6,Y,0,CompShg,Gable,Normal,176000.0,WD,0,1112.0,125,31,2997.0,2,3
0,2,1Fam,5.0,1.0,2,1,5.0,Y,Norm,SBrkr,129,5,5,Wd Sdng,0.0,0,CBlock,205.0,1.0,5.0,1,5.0,Detchd,616,GasA,7,1Story,1,5.0,Lvl,Gtl,6000,Inside,Reg,0,30,RM,0.0,None,6,BrkSide,0,7,5,Y,0,CompShg,Gable,Normal,89000.0,WD,0,616.0,0,97,1566.0,1,1
0,2,1Fam,7.0,2.0,2,5,9.0,Y,Norm,FuseA,0,5,5,Wd Sdng,0.0,0,PConc,308.0,1.0,5.0,1,5.0,Detchd,1148,GasA,3,1Story,1,5.0,Lvl,Gtl,6420,Inside,IR1,0,20,RL,0.0,None,9,Edwards,0,7,5,Y,0,CompShg,Gable,Normal,123500.0,WD,0,980.0,0,66,2436.0,3,2
0,3,1Fam,5.0,1.0,6,4,5.0,Y,RRAe,SBrkr,0,7,5,MetalSd,7.0,1,CBlock,336.0,1.0,5.0,1,5.0,Detchd,894,GasA,9,1Story,1,5.0,Lvl,Gtl,8450,Inside,Reg,0,20,RL,0.0,None,4,Sawyer,144,8,5,Y,0,CompShg,Gable,Normal,138500.0,WD,0,894.0,416,53,2684.0,1,2
0,2,TwnhsE,5.0,2.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,MetalSd,0.0,0,PConc,530.0,2.0,5.0,2,5.0,Attchd,1391,GasA,9,1Story,1,7.0,Lvl,Gtl,4282,Inside,IR2,0,120,FV,0.0,None,7,Somerst,158,5,7,Y,0,CompShg,Gable,Normal,196000.0,WD,0,1391.0,156,14,3626.0,2,2
0,3,1Fam,5.0,4.0,6,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,765.0,3.0,5.0,3,5.0,Attchd,1800,GasA,9,1Story,1,7.0,Lvl,Gtl,14331,Inside,Reg,0,20,RL,630.0,BrkFace,5,Timber,78,5,8,Y,0,CompShg,Hip,Normal,312500.0,WD,0,1800.0,270,16,5343.0,3,3
0,3,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,528.0,2.0,5.0,1,5.0,Attchd,1164,GasA,5,1Story,1,5.0,Lvl,Gtl,9600,Inside,Reg,0,20,RL,168.0,BrkFace,7,NWAmes,0,5,7,Y,0,CompShg,Hip,Normal,140000.0,COD,0,1164.0,0,49,3024.0,2,2
0,4,1Fam,7.0,1.0,1,1,9.0,Y,Norm,SBrkr,0,5,9,VinylSd,7.0,1,PConc,666.0,3.0,5.0,3,5.0,BuiltIn,2576,GasA,9,2Story,1,9.0,Lvl,Gtl,12438,Inside,IR1,0,60,RL,466.0,BrkFace,7,StoneBr,100,5,8,Y,0,CompShg,Hip,Partial,361919.0,New,0,1234.0,324,12,5366.0,5,3
0,4,2fmCon,5.0,1.0,1,1,7.0,Y,Feedr,SBrkr,40,7,5,Wd Sdng,2.0,1,BrkTil,672.0,2.0,5.0,1,5.0,Detchd,1812,GasA,7,2Story,2,7.0,Lvl,Gtl,7630,Inside,Reg,0,190,RM,0.0,None,5,OldTown,0,9,5,N,0,CompShg,Gable,Normal,140000.0,WD,0,360.0,344,118,3228.0,2,2
144,3,1Fam,5.0,3.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,606.0,2.0,5.0,2,5.0,Attchd,1484,GasA,9,1Story,1,7.0,Lvl,Gtl,8400,Inside,Reg,0,20,RL,109.0,BrkFace,5,CollgCr,35,5,7,Y,0,CompShg,Gable,Normal,213000.0,WD,0,1473.0,0,14,3851.0,3,3
0,3,2fmCon,0.0,0.0,0,0,0.0,N,Norm,SBrkr,0,3,3,VinylSd,0.0,0,Slab,0.0,0.0,0.0,0,0.0,No,1092,GasA,3,2Story,2,3.0,Lvl,Gtl,5600,Inside,Reg,0,190,RM,0.0,None,7,IDOTRR,0,5,4,N,0,CompShg,Hip,Normal,55000.0,WD,0,0.0,0,88,1092.0,2,2
0,2,1Fam,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,Plywood,5.0,2,CBlock,739.0,2.0,5.0,1,5.0,Attchd,1824,GasA,5,1Story,1,7.0,Low,Sev,115149,CulDSac,IR2,0,20,RL,351.0,Stone,6,ClearCr,48,5,7,Y,0,CompShg,Gable,Normal,302000.0,WD,0,1643.0,380,47,4985.0,2,3
0,2,TwnhsE,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,MetalSd,7.0,1,PConc,550.0,2.0,5.0,3,5.0,Attchd,1324,GasA,9,1Story,1,7.0,Lvl,Gtl,6240,Inside,Reg,0,120,RL,176.0,BrkFace,12,NridgHt,38,5,8,Y,0,CompShg,Hip,Normal,254000.0,WD,0,1324.0,192,12,3604.0,3,3
0,3,1Fam,5.0,3.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,400.0,2.0,5.0,3,5.0,Attchd,1456,GasA,9,2Story,1,7.0,Lvl,Gtl,9018,Inside,IR1,0,60,RL,0.0,None,7,Gilbert,24,5,7,Y,0,CompShg,Hip,Partial,179540.0,New,0,728.0,100,11,2708.0,4,3
0,3,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,PConc,408.0,1.0,5.0,1,5.0,Attchd,904,GasA,5,1Story,1,5.0,Lvl,Gtl,7162,Inside,IR1,0,20,RL,41.0,BrkCmn,12,Sawyer,0,7,5,Y,0,CompShg,Gable,Abnorml,109900.0,WD,0,876.0,0,52,2229.0,2,1
0,2,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,CBlock,0.0,0.0,0.0,0,0.0,No,729,GasA,7,1Story,1,5.0,Lvl,Gtl,4130,Inside,IR1,0,30,RL,0.0,None,7,BrkSide,0,6,3,N,0,CompShg,Gable,Normal,52000.0,WD,0,270.0,0,83,999.0,2,1
0,2,1Fam,5.0,2.0,1,1,5.0,Y,Norm,SBrkr,98,5,5,MetalSd,0.0,0,Stone,384.0,1.0,5.0,2,5.0,Detchd,1178,GasA,7,1.5Fin,1,5.0,HLS,Mod,8712,Inside,Reg,0,50,C (all),0.0,None,1,IDOTRR,0,7,4,N,0,CompShg,Gable,Abnorml,102776.0,WD,0,859.0,68,118,2587.0,4,1
0,2,TwnhsE,5.0,2.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,HdBoard,7.0,1,PConc,472.0,2.0,5.0,3,5.0,Attchd,1228,GasA,7,1Story,1,7.0,HLS,Gtl,4671,Inside,IR1,0,120,RL,0.0,None,10,StoneBr,120,5,8,Y,0,CompShg,Gable,Normal,189000.0,WD,0,1228.0,168,30,3216.0,2,3
0,3,2fmCon,5.0,3.0,5,1,5.0,N,RRAn,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,576.0,2.0,5.0,1,5.0,Detchd,960,GasW,5,1Story,1,5.0,Lvl,Gtl,9873,Inside,Reg,0,190,RL,160.0,BrkFace,5,BrkSide,288,5,4,Y,0,CompShg,Gable,Normal,129000.0,WD,0,960.0,0,48,2944.0,2,2
0,3,1Fam,5.0,1.0,6,1,5.0,Y,RRAe,SBrkr,0,5,7,HdBoard,0.0,0,CBlock,475.0,2.0,5.0,2,5.0,Attchd,1479,GasA,9,2Story,1,7.0,Lvl,Gtl,13517,CulDSac,IR1,0,60,RL,289.0,BrkFace,3,Sawyer,44,8,6,Y,0,CompShg,Gable,Normal,130500.0,WD,0,725.0,0,42,3012.0,2,3
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,CBlock,478.0,2.0,5.0,2,5.0,Attchd,1350,GasA,5,1Story,1,5.0,Lvl,Gtl,10140,Inside,Reg,0,20,RL,174.0,BrkFace,8,NWAmes,0,5,6,Y,0,CompShg,Hip,Normal,165000.0,WD,0,1064.0,0,44,3066.0,3,2
0,3,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,143,7,5,Wd Sdng,0.0,0,BrkTil,704.0,2.0,5.0,1,5.0,Detchd,2554,GasA,9,2Story,1,5.0,Bnk,Gtl,10800,Inside,Reg,0,70,RM,0.0,None,7,OldTown,48,8,7,P,0,CompShg,Gable,Normal,159500.0,WD,0,718.0,0,128,4167.0,4,2
0,3,1Fam,5.0,1.0,4,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,3.0,1,CBlock,439.0,2.0,5.0,1,5.0,Attchd,1178,GasA,7,1Story,1,7.0,Lvl,Gtl,10000,Inside,Reg,0,20,RL,0.0,None,11,NWAmes,0,6,5,Y,0,CompShg,Gable,Normal,157000.0,WD,0,1176.0,224,45,3017.0,1,3
0,3,1Fam,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,216,5,7,Wd Sdng,5.0,1,PConc,983.0,3.0,5.0,2,5.0,Attchd,2418,GasA,9,2Story,1,7.0,Lvl,Gtl,10542,Inside,Reg,0,60,RL,651.0,BrkFace,8,NoRidge,154,5,7,Y,0,CompShg,Hip,Normal,341000.0,WD,0,1311.0,250,25,5983.0,5,4
0,3,1Fam,5.0,4.0,5,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,2.0,1,CBlock,300.0,1.0,5.0,1,5.0,Attchd,971,GasA,5,1Story,1,5.0,Lvl,Gtl,9920,Inside,IR1,0,20,RL,0.0,None,5,CollgCr,0,6,5,Y,0,CompShg,Gable,Normal,128500.0,WD,0,971.0,0,49,2242.0,1,2
0,2,1Fam,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,234,5,7,HdBoard,5.0,1,PConc,564.0,2.0,5.0,2,5.0,Attchd,1742,GasA,5,1Story,1,7.0,Low,Mod,6563,CulDSac,IR1,0,120,RL,0.0,None,12,StoneBr,28,5,8,Y,0,CompShg,Gable,Normal,275000.0,WD,0,1742.0,114,33,4424.0,2,3
0,1,TwnhsE,5.0,3.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,420.0,2.0,5.0,2,5.0,Attchd,848,GasA,9,1Story,1,7.0,Lvl,Gtl,4426,Inside,Reg,0,120,RM,169.0,BrkFace,5,CollgCr,0,5,6,Y,0,CompShg,Gable,Normal,143000.0,WD,0,848.0,160,14,2445.0,1,2
0,3,1Fam,5.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,7,5,MetalSd,0.0,0,CBlock,463.0,2.0,5.0,1,5.0,Detchd,864,GasA,9,1Story,1,5.0,Lvl,Gtl,8120,Inside,Reg,0,20,RL,0.0,None,7,NAmes,0,7,4,Y,0,CompShg,Gable,Normal,124500.0,WD,0,864.0,0,48,2191.0,1,1
0,4,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,5,5,MetalSd,0.0,0,PConc,548.0,1.0,5.0,1,5.0,Detchd,1470,GasA,9,1.5Fin,1,5.0,Lvl,Gtl,8172,Inside,Reg,0,50,RL,0.0,None,5,Edwards,0,6,4,Y,0,CompShg,Gable,Normal,135000.0,WD,156,941.0,0,64,3115.0,2,2
0,3,1Fam,5.0,1.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,CemntBd,7.0,1,PConc,768.0,3.0,5.0,3,5.0,Attchd,1698,GasA,9,1Story,1,9.0,Lvl,Gtl,13286,Inside,IR1,0,20,RL,340.0,Stone,2,Edwards,64,5,9,Y,0,CompShg,Hip,Normal,320000.0,WD,0,1698.0,327,11,4895.0,4,3
0,3,1Fam,5.0,1.0,5,4,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,660.0,2.0,5.0,1,5.0,Detchd,864,GasA,5,1Story,1,7.0,Lvl,Gtl,6960,Inside,Reg,0,20,RL,0.0,None,11,NAmes,0,6,4,Y,0,CompShg,Gable,Normal,120500.0,WD,0,864.0,96,48,2484.0,1,1
182,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,7,7,Wd Sdng,7.0,1,CBlock,540.0,2.0,5.0,3,5.0,Attchd,1680,GasA,9,1Story,1,7.0,Lvl,Gtl,21695,Corner,IR1,0,20,RL,260.0,BrkFace,12,Crawfor,44,9,6,Y,0,CompShg,Hip,Normal,222000.0,WD,0,880.0,292,30,3878.0,1,3
0,2,1Fam,5.0,3.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,632.0,2.0,5.0,2,5.0,Attchd,1232,GasA,9,1Story,1,7.0,Lvl,Gtl,7314,Inside,Reg,0,20,RL,82.0,Stone,2,CollgCr,0,5,7,Y,0,CompShg,Gable,Normal,194500.0,WD,0,1232.0,132,11,3310.0,3,3
0,4,Duplex,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,5,5,VinylSd,0.0,0,CBlock,888.0,3.0,5.0,1,5.0,Detchd,1776,GasA,5,1Story,2,5.0,Lvl,Gtl,11475,Corner,Reg,0,90,RL,95.0,BrkFace,7,NAmes,25,5,5,Y,0,CompShg,Gable,Abnorml,110000.0,COD,0,1584.0,0,60,4368.0,3,3
0,2,1Fam,5.0,1.0,4,1,5.0,Y,Norm,FuseA,112,5,5,MetalSd,0.0,0,CBlock,539.0,2.0,5.0,1,5.0,Detchd,1208,GasA,5,1.5Fin,1,5.0,Lvl,Gtl,6240,Inside,Reg,360,30,RM,0.0,None,1,IDOTRR,23,5,4,Y,0,CompShg,Gable,Normal,103000.0,WD,0,780.0,0,93,3022.0,2,1
0,2,TwnhsE,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,CemntBd,5.0,1,PConc,608.0,2.0,5.0,2,5.0,Attchd,1616,GasA,9,1Story,1,7.0,Lvl,Gtl,5389,Inside,IR1,0,120,RL,0.0,None,3,StoneBr,152,5,8,Y,0,CompShg,Gable,Normal,236500.0,WD,0,1595.0,237,23,4208.0,2,3
0,3,1Fam,5.0,3.0,6,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,438.0,2.0,5.0,3,5.0,Attchd,1146,GasA,9,SLvl,1,7.0,Lvl,Gtl,9590,Corner,IR1,0,80,RL,442.0,BrkFace,5,Timber,22,5,7,Y,0,CompShg,Gable,Normal,187500.0,WD,0,868.0,160,15,3076.0,2,3
0,3,1Fam,5.0,3.0,5,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,5.0,1,PConc,541.0,2.0,5.0,3,5.0,Attchd,2031,GasA,9,2Story,1,7.0,Lvl,Gtl,11404,Inside,IR1,0,60,RL,202.0,BrkFace,7,CollgCr,84,5,7,Y,0,CompShg,Gable,Normal,222500.0,WD,0,1153.0,192,20,4203.0,4,3
0,3,1Fam,5.0,1.0,4,1,5.0,Y,Feedr,SBrkr,0,5,5,HdBoard,5.0,1,CBlock,264.0,1.0,5.0,2,5.0,Attchd,1144,GasA,9,1Story,1,5.0,Lvl,Gtl,10000,Corner,Reg,0,20,RL,0.0,None,3,Sawyer,0,6,5,Y,0,CompShg,Hip,Normal,131400.0,WD,0,864.0,165,57,2437.0,2,2
0,3,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,5,5,Plywood,0.0,0,PConc,300.0,1.0,5.0,1,5.0,Attchd,948,GasA,5,1Story,1,5.0,Lvl,Gtl,8978,Corner,IR1,0,20,RL,0.0,None,5,Sawyer,0,5,5,Y,0,CompShg,Gable,Family,108000.0,WD,0,948.0,147,50,2343.0,2,1
0,2,1Fam,5.0,2.0,3,1,7.0,N,Norm,SBrkr,0,5,5,Wd Sdng,5.0,2,BrkTil,320.0,2.0,5.0,1,5.0,Detchd,1768,GasW,3,2.5Unf,1,5.0,Lvl,Gtl,10800,Inside,Reg,0,75,RM,0.0,None,10,OldTown,341,7,7,N,0,CompShg,Gable,Normal,163000.0,WD,0,880.0,0,104,3309.0,3,2
0,2,Duplex,0.0,0.0,0,0,0.0,N,Norm,FuseF,0,5,5,Stucco,0.0,0,CBlock,400.0,2.0,5.0,1,5.0,Detchd,1040,GasA,7,1Story,2,5.0,Lvl,Gtl,8544,Inside,Reg,0,90,RL,0.0,None,7,NAmes,0,4,3,Y,0,CompShg,Gable,Normal,93500.0,WD,0,0.0,0,68,1440.0,2,2
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,800.0,3.0,5.0,3,5.0,Attchd,1801,GasA,9,2Story,1,7.0,HLS,Gtl,10463,CulDSac,IR1,0,60,RL,0.0,None,6,Gilbert,116,5,8,Y,0,CompShg,Gable,Normal,239900.0,WD,0,893.0,0,13,3610.0,4,3
0,3,Duplex,7.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,Plywood,0.0,0,CBlock,0.0,0.0,0.0,0,0.0,No,1200,GasA,5,1Story,1,5.0,Lvl,Gtl,10800,Inside,Reg,0,90,RL,0.0,None,3,Edwards,0,5,5,Y,0,CompShg,Gable,Alloca,179000.0,WD,0,1200.0,120,31,2520.0,1,6
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,572.0,2.0,5.0,2,5.0,Attchd,1728,GasA,9,2Story,1,7.0,Lvl,Gtl,9313,Inside,IR1,0,60,RL,0.0,None,4,CollgCr,56,5,7,Y,0,CompShg,Gable,Normal,190000.0,WD,0,864.0,187,14,3407.0,3,3
0,2,1Fam,3.0,1.0,1,1,3.0,Y,Norm,SBrkr,112,7,5,Wd Sdng,0.0,0,BrkTil,360.0,2.0,7.0,1,5.0,Detchd,1432,GasA,9,2Story,1,5.0,Lvl,Gtl,9600,Inside,Reg,0,70,RM,0.0,None,5,OldTown,0,7,5,Y,0,CompShg,Gable,Abnorml,132000.0,WD,0,264.0,270,108,2438.0,4,2
0,3,1Fam,5.0,2.0,6,1,5.0,Y,Feedr,SBrkr,0,7,5,HdBoard,0.0,0,CBlock,288.0,1.0,5.0,1,5.0,Detchd,912,GasA,7,1Story,1,7.0,Lvl,Gtl,6768,Inside,IR1,0,20,RL,0.0,None,5,Sawyer,0,8,6,Y,0,CompShg,Hip,Normal,142000.0,WD,0,912.0,168,57,2280.0,1,3
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,VinylSd,0.0,0,PConc,539.0,2.0,5.0,1,5.0,Attchd,1349,GasA,9,1Story,1,5.0,Lvl,Gtl,8450,Inside,Reg,0,20,RL,108.0,BrkFace,12,SawyerW,55,5,7,Y,0,CompShg,Gable,Normal,179000.0,WD,0,1349.0,120,18,3520.0,2,2
0,3,1Fam,5.0,3.0,5,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,CBlock,480.0,2.0,5.0,2,5.0,Attchd,1464,GasA,9,SLvl,1,5.0,Lvl,Gtl,12886,Inside,IR1,0,80,RL,0.0,None,10,Sawyer,0,6,5,Y,0,CompShg,Gable,Normal,175000.0,WD,100,520.0,302,55,2866.0,2,3
168,2,TwnhsE,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,70,5,7,HdBoard,5.0,1,PConc,462.0,2.0,5.0,2,5.0,Attchd,1337,GasA,7,1Story,1,7.0,HLS,Gtl,5395,Inside,IR1,0,120,RL,0.0,None,10,StoneBr,0,5,8,Y,0,CompShg,Gable,Normal,180000.0,WD,0,1337.0,96,25,3470.0,2,3
0,4,1Fam,7.0,1.0,6,5,5.0,Y,Norm,SBrkr,0,7,9,VinylSd,5.0,2,CBlock,831.0,2.0,5.0,3,5.0,BuiltIn,2715,GasA,9,2Story,1,7.0,Lvl,Gtl,8963,Inside,IR1,0,60,RL,289.0,BrkFace,7,NWAmes,204,9,8,Y,0,CompShg,Hip,Normal,299800.0,WD,0,1142.0,0,42,5181.0,6,5
0,4,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,5.0,1,PConc,554.0,2.0,5.0,3,5.0,BuiltIn,2256,GasA,9,2Story,1,7.0,Lvl,Gtl,8795,Inside,IR1,0,60,RL,0.0,None,4,Gilbert,54,5,7,Y,0,CompShg,Gable,Normal,236000.0,WD,0,952.0,224,18,4040.0,3,3
0,4,1Fam,3.0,1.0,1,1,5.0,N,Norm,SBrkr,386,5,7,Stucco,7.0,1,Stone,864.0,4.0,5.0,1,5.0,Detchd,2640,GasW,5,2Story,1,7.0,Lvl,Gtl,11700,Corner,IR1,0,70,RM,0.0,None,5,OldTown,0,7,7,N,0,CompShg,Mansard,Normal,265979.0,WD,0,1240.0,181,138,5311.0,3,2
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,154,5,7,VinylSd,5.0,1,PConc,527.0,2.0,5.0,3,5.0,Attchd,1720,GasA,9,1Story,1,7.0,Lvl,Gtl,10593,Inside,IR1,0,20,RL,338.0,BrkFace,3,NoRidge,56,5,7,Y,0,CompShg,Hip,Normal,260400.0,WD,0,1720.0,240,22,4755.0,3,3
0,4,1Fam,0.0,0.0,0,0,0.0,N,Norm,FuseF,185,5,5,WdShing,0.0,0,Slab,240.0,1.0,5.0,1,5.0,Detchd,1529,Wall,5,1.5Fin,1,5.0,Lvl,Gtl,8405,Inside,Reg,0,50,RL,0.0,None,4,Edwards,0,3,4,N,0,CompShg,Gable,Normal,98000.0,WD,0,0.0,92,73,2046.0,4,2
0,3,1Fam,3.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,0.0,0,BrkTil,0.0,0.0,0.0,0,0.0,No,1140,GasA,7,1.5Fin,1,5.0,Lvl,Gtl,8800,Corner,Reg,0,50,RM,0.0,None,6,OldTown,160,7,4,N,0,CompShg,Gable,Normal,96500.0,WD,0,576.0,0,108,1876.0,3,1
0,3,1Fam,5.0,1.0,1,1,7.0,Y,RRAn,SBrkr,0,5,7,VinylSd,0.0,0,PConc,400.0,2.0,5.0,3,5.0,Attchd,1320,GasA,9,2Story,1,7.0,Lvl,Gtl,7750,Inside,Reg,0,60,RL,0.0,None,8,Gilbert,48,5,7,Y,0,CompShg,Gable,Normal,162000.0,WD,0,660.0,0,15,2428.0,2,3
0,3,1Fam,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,7,5,VinylSd,0.0,0,PConc,576.0,2.0,5.0,2,5.0,Attchd,1494,GasA,9,1Story,1,7.0,Lvl,Gtl,9236,Inside,IR1,0,20,RL,0.0,None,7,CollgCr,27,5,6,Y,0,CompShg,Gable,Normal,217000.0,WD,0,1479.0,168,21,3744.0,2,3
0,3,1Fam,5.0,2.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,878.0,3.0,5.0,2,5.0,Attchd,2098,GasA,7,2Story,1,9.0,Lvl,Gtl,10240,Inside,Reg,0,60,RL,178.0,BrkFace,3,NridgHt,52,5,8,Y,0,CompShg,Gable,Normal,275500.0,WD,0,1030.0,192,13,4428.0,4,3
